user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
AtH2023_SRR8655117_MAG50	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_028701165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__JAQVRG01 sp028701165	89.34	0.427	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030533005.1, s__JAQVRG01 sp030533005, 95.0, 84.2, 0.228	92.45	11	0.98406	N/A
AtH2023_SRR8655117_MAG51	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.49	11	0.84108	N/A
AtH2023_SRR8655117_MAG52	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.29	11	0.95105	N/A
AtH2023_SRR8655117_MAG53	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAUNST01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAUNST01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	69.74	11	0.9287	N/A
AtH2023_SRR8655117_MAG54	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__JBAYST01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__JBAYST01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.35	11	0.95829	N/A
AtH2023_SRR8655118_MAG01	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_028701165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__JAQVRG01 sp028701165	89.34	0.436	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030533005.1, s__JAQVRG01 sp030533005, 95.0, 84.18, 0.219	92.49	11	0.98404	N/A
AtH2023_SRR8655118_MAG08	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.71	11	0.84662	N/A
AtH2023_SRR8655118_MAG09	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__JAEWSN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__JAEWSN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.24	11	0.97847	N/A
AtH2023_SRR8655118_MAG13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.02	11	0.95059	N/A
AtH2023_SRR8655118_MAG18	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	76.79	11	0.9746	N/A
AtH2023_SRR8655118_MAG21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.12	11	0.87115	N/A
AtH2023_SRR8655118_MAG22	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.56	11	0.84121	N/A
AtH2023_SRR8655118_MAG23	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.25	11	0.96627	N/A
AtH2023_SRR8655118_MAG24	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012521875.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__JAAYLN01 sp012521875	85.67	0.16	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	76.01	11	0.92331	N/A
AtH2023_SRR8655118_MAG29	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__JAAYGD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__JAAYGD01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.61	11	0.96276	N/A
AtH2023_SRR8655118_MAG32	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.06	11	0.95137	N/A
AtH2023_SRR8655118_MAG33	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.04	11	0.87947	N/A
AtH2023_SRR8655118_MAG34	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAUNST01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAUNST01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	69.74	11	0.9287	N/A
AtH2023_SRR8655119_MAG04	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_028701165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__JAQVRG01 sp028701165	89.25	0.443	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030533005.1, s__JAQVRG01 sp030533005, 95.0, 84.16, 0.222	92.49	11	0.98404	N/A
AtH2023_SRR8655119_MAG06	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.88	11	0.87952	N/A
AtH2023_SRR8655119_MAG08	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.47	11	0.95103	N/A
AtH2023_SRR8655119_MAG10	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.65	11	0.84694	N/A
AtH2023_SRR8655119_MAG16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.29	11	0.86807	N/A
AtH2023_SRR8655119_MAG22	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.26	11	0.97464	N/A
AtH2023_SRR8655119_MAG23	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.72	11	0.95771	N/A
AtH2023_SRR8655119_MAG26	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.95	11	0.89857	N/A
AtH2023_SRR8655119_MAG28	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__DUPK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__DUPK01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	76.39	11	0.95617	N/A
AtH2023_SRR8655119_MAG29	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__JAEWSN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__JAEWSN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.99	11	0.97934	N/A
AtH2023_SRR8655119_MAG30	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAEYFP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAEYFP01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	75.83	11	0.96932	N/A
AtH2023_SRR8655119_MAG32	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.81	11	0.96415	N/A
AtH2023_SRR8655119_MAG33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__	N/A	N/A	N/A	N/A	N/A	GCA_028705255.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum sp002411515	91.58	0.561	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	90.19	11	0.99522	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AtH2023_SRR8655119_MAG34	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYSD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYSD01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	77.3	11	0.89559	N/A
AtH2023_SRR8655119_MAG35	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SM23-30;g__JAFGDI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SM23-30;g__JAFGDI01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.16	11	0.95415	N/A
AtH2023_SRR8655119_MAG38	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Firm-18;g__MWCQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Firm-18;g__MWCQ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	82.49	11	0.86926	N/A
AtH2023_SRR8655119_MAG39	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.71	11	0.95094	N/A
AtH2023_SRR8655119_MAG40	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1883;f__UMGS1540;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1883;f__UMGS1540;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	76.29	11	0.82367	N/A
AtH2023_SRR8655119_MAG46	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Teretinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Teretinema;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.43	11	0.97373	N/A
AtH2023_SRR8655119_MAG48	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.81	11	0.94754	N/A
AtH2023_SRR8655119_MAG52	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__JBAYST01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__JBAYST01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.82	11	0.95806	N/A
AtH2023_SRR8655120_MAG02	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_028701165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__JAQVRG01 sp028701165	89.29	0.441	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030533005.1, s__JAQVRG01 sp030533005, 95.0, 84.22, 0.219	92.45	11	0.98406	N/A
AtH2023_SRR8655120_MAG05	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.14	11	0.89919	N/A
AtH2023_SRR8655120_MAG06	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.21	11	0.95069	N/A
AtH2023_SRR8655120_MAG10	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__JAEWSN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__JAEWSN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.17	11	0.97916	N/A
AtH2023_SRR8655120_MAG11	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.47	11	0.84693	N/A
AtH2023_SRR8655120_MAG16	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__JBAYST01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__JBAYST01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	79.81	11	0.95774	N/A
AtH2023_SRR8655120_MAG19	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RGIG3701;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RGIG3701;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.66	11	0.96893	N/A
AtH2023_SRR8655120_MAG20	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.81	11	0.95898	N/A
AtH2023_SRR8655120_MAG26	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.24	11	0.96464	N/A
AtH2023_SRR8655120_MAG27	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	70.65	11	0.94612	N/A
AtH2023_SRR8655120_MAG29	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.28	11	0.84065	N/A
AtH2023_SRR8655120_MAG31	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Teretinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Teretinema;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	45.23	11	0.97342	N/A
AtH2023_SRR8655120_MAG34	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_017995755.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp017995755	85.26	0.176	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	69.4	11	0.9771	N/A
AtH2023_SRR8655120_MAG35	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1883;f__UMGS1883;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1883;f__UMGS1883;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.5	11	0.77482	N/A
AtH2023_SRR8655120_MAG36	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SZUA-534;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SZUA-534;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.54	11	0.83734	N/A
AtH2023_SRR8655120_MAG37	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.17	11	0.9376	N/A
AtH2023_SRR8655120_MAG41	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Firm-18;g__JAIRSR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Firm-18;g__JAIRSR01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.09	11	0.89362	N/A
AtH2023_SRR8655120_MAG46	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.48	11	0.97595	N/A
AtH2023_SRR8655120_MAG48	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.76	11	0.8798	N/A
AtH2023_SRR8655120_MAG50	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	63.19	11	0.89251	N/A
AtH2023_SRR8655120_MAG53	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.06	11	0.95083	N/A
